Date,State,New_Cases,Deaths,Recovered,Total_Tests,Vaccine_Dose_1,Vaccine_Dose_2,Positivity_Rate(%),Active_Cases,Population_Millions,Cumulative_Cases,Cumulative_Deaths,Cumulative_Recovered,Vaccination_Coverage_Dose1(%),Vaccination_Coverage_Dose2(%),Tests_per_Million,Case_Fatality_Rate(%),Recovery_Rate(%)
2020-06-30,Andhra Pradesh,1118,3,1117,13955,2020,1870,8.01,0,53.9,154002,1280,153234,3.75,3.47,0.2589053803339518,0.83,99.5
2020-07-01,Andhra Pradesh,166,0,160,2078,695,294,7.99,6,53.9,154168,1280,153394,1.29,0.55,0.03855287569573284,0.83,99.5
2020-07-02,Andhra Pradesh,1577,8,1576,19838,1796,637,7.95,0,53.9,155745,1288,154970,3.33,1.18,0.3680519480519481,0.83,99.5
2020-07-03,Andhra Pradesh,475,6,471,5964,2609,1256,7.96,0,53.9,156220,1294,155441,4.84,2.33,0.11064935064935065,0.83,99.5
2020-07-04,Andhra Pradesh,59,0,54,595,4912,4506,9.92,5,53.9,156279,1294,155495,9.11,8.36,0.01103896103896104,0.83,99.5
2020-07-05,Andhra Pradesh,994,2,986,12422,1500,1392,8.0,6,53.9,157273,1296,156481,2.78,2.58,0.2304638218923933,0.82,99.5
2020-07-06,Andhra Pradesh,1155,15,1155,14673,433,125,7.87,0,53.9,158428,1311,157636,0.8,0.23,0.2722263450834879,0.83,99.5
2020-07-07,Andhra Pradesh,180,1,177,2169,2303,794,8.3,2,53.9,158608,1312,157813,4.27,1.47,0.04024118738404453,0.83,99.5
2020-07-08,Andhra Pradesh,1320,11,1314,16537,900,145,7.98,0,53.9,159928,1323,159127,1.67,0.27,0.30680890538033395,0.83,99.5
2020-07-09,Andhra Pradesh,737,8,733,8904,854,537,8.28,0,53.9,160665,1331,159860,1.58,1.0,0.1651948051948052,0.83,99.5
2020-07-10,Andhra Pradesh,295,1,289,3909,515,157,7.55,5,53.9,160960,1332,160149,0.96,0.29,0.07252319109461966,0.83,99.5
2020-07-11,Andhra Pradesh,223,2,217,3173,3616,2884,7.03,4,53.9,161183,1334,160366,6.71,5.35,0.0588682745825603,0.83,99.49
2020-07-12,Andhra Pradesh,1498,9,1496,18523,3781,3060,8.09,0,53.9,162681,1343,161862,7.01,5.68,0.34365491651205937,0.83,99.5
2020-07-13,Andhra Pradesh,314,2,313,3746,3045,2479,8.38,0,53.9,162995,1345,162175,5.65,4.6,0.06949907235621522,0.83,99.5
2020-07-14,Andhra Pradesh,1045,5,1038,12857,4991,2956,8.13,2,53.9,164040,1350,163213,9.26,5.48,0.23853432282003711,0.82,99.5
2020-07-15,Andhra Pradesh,1202,17,1198,15115,2885,448,7.95,0,53.9,165242,1367,164411,5.35,0.83,0.28042671614100184,0.83,99.5
2020-07-16,Andhra Pradesh,1442,15,1440,17754,4139,3268,8.12,0,53.9,166684,1382,165851,7.68,6.06,0.3293877551020408,0.83,99.5
2020-07-17,Andhra Pradesh,916,3,910,11511,29,28,7.96,3,53.9,167600,1385,166761,0.05,0.05,0.2135621521335807,0.83,99.5
2020-07-18,Andhra Pradesh,1097,9,1094,13334,4537,1764,8.23,0,53.9,168697,1394,167855,8.42,3.27,0.24738404452690166,0.83,99.5
2020-07-19,Andhra Pradesh,805,3,804,9887,3201,3026,8.14,0,53.9,169502,1397,168659,5.94,5.61,0.18343228200371056,0.82,99.5
2020-07-20,Andhra Pradesh,1357,19,1352,16405,1567,381,8.27,0,53.9,170859,1416,170011,2.91,0.71,0.30435992578849724,0.83,99.5
2020-07-21,Andhra Pradesh,90,1,89,1290,796,34,6.98,0,53.9,170949,1417,170100,1.48,0.06,0.023933209647495363,0.83,99.5
2020-07-22,Andhra Pradesh,44,0,41,509,3837,2226,8.64,3,53.9,170993,1417,170141,7.12,4.13,0.009443413729128014,0.83,99.5
2020-07-23,Andhra Pradesh,128,1,126,1497,358,120,8.55,1,53.9,171121,1418,170267,0.66,0.22,0.02777365491651206,0.83,99.5
2020-07-24,Andhra Pradesh,1050,8,1042,13350,4600,4063,7.87,0,53.9,172171,1426,171309,8.53,7.54,0.24768089053803338,0.83,99.5
2020-07-25,Andhra Pradesh,1236,15,1234,15606,348,180,7.92,0,53.9,173407,1441,172543,0.65,0.33,0.2895361781076067,0.83,99.5
2020-07-26,Andhra Pradesh,1535,19,1528,19111,3488,2356,8.03,0,53.9,174942,1460,174071,6.47,4.37,0.3545640074211503,0.83,99.5
2020-07-27,Andhra Pradesh,1243,15,1237,15639,2032,906,7.95,0,53.9,176185,1475,175308,3.77,1.68,0.29014842300556587,0.84,99.5
2020-07-28,Andhra Pradesh,754,6,749,9423,2745,2203,8.0,0,53.9,176939,1481,176057,5.09,4.09,0.17482374768089054,0.84,99.5
2020-07-29,Andhra Pradesh,1471,19,1462,18591,852,392,7.91,0,53.9,178410,1500,177519,1.58,0.73,0.3449165120593692,0.84,99.5
2020-07-30,Andhra Pradesh,1223,5,1220,15277,819,638,8.01,0,53.9,179633,1505,178739,1.52,1.18,0.28343228200371057,0.84,99.5
2020-07-31,Andhra Pradesh,392,3,385,5165,305,197,7.59,4,53.9,180025,1508,179124,0.57,0.37,0.09582560296846011,0.84,99.5
2020-08-01,Andhra Pradesh,1138,9,1133,14250,3674,3575,7.99,0,53.9,181163,1517,180257,6.82,6.63,0.26437847866419295,0.84,99.5
2020-08-02,Andhra Pradesh,539,4,539,7033,22,20,7.66,0,53.9,181702,1521,180796,0.04,0.04,0.13048237476808905,0.84,99.5
2020-08-03,Andhra Pradesh,667,2,665,8430,390,360,7.91,0,53.9,182369,1523,181461,0.72,0.67,0.15640074211502783,0.84,99.5
2020-08-04,Andhra Pradesh,19,0,10,506,3119,481,3.75,9,53.9,182388,1523,181471,5.79,0.89,0.009387755102040816,0.84,99.5
2020-08-05,Andhra Pradesh,1421,10,1420,17311,3566,2574,8.21,0,53.9,183809,1533,182891,6.62,4.78,0.32116883116883116,0.83,99.5
2020-08-06,Andhra Pradesh,181,0,175,2398,3951,1148,7.55,6,53.9,183990,1533,183066,7.33,2.13,0.044489795918367346,0.83,99.5
2020-08-07,Andhra Pradesh,590,7,589,6951,3809,424,8.49,0,53.9,184580,1540,183655,7.07,0.79,0.12896103896103897,0.83,99.5
2020-08-08,Andhra Pradesh,1318,16,1316,16493,1129,1000,7.99,0,53.9,185898,1556,184971,2.09,1.86,0.3059925788497217,0.84,99.5
2020-08-09,Andhra Pradesh,320,4,319,3738,1301,706,8.56,0,53.9,186218,1560,185290,2.41,1.31,0.06935064935064936,0.84,99.5
2020-08-10,Andhra Pradesh,753,2,753,9297,4191,427,8.1,0,53.9,186971,1562,186043,7.78,0.79,0.1724860853432282,0.84,99.5
2020-08-11,Andhra Pradesh,386,2,386,4849,230,202,7.96,0,53.9,187357,1564,186429,0.43,0.37,0.08996289424860854,0.83,99.5
2020-08-12,Andhra Pradesh,702,4,699,8676,3374,263,8.09,0,53.9,188059,1568,187128,6.26,0.49,0.16096474953617812,0.83,99.5
2020-08-13,Andhra Pradesh,1371,4,1369,17099,659,638,8.02,0,53.9,189430,1572,188497,1.22,1.18,0.31723562152133583,0.83,99.51
2020-08-14,Andhra Pradesh,110,1,101,1110,355,15,9.91,8,53.9,189540,1573,188598,0.66,0.03,0.020593692022263452,0.83,99.5
2020-08-15,Andhra Pradesh,436,3,434,5105,3796,2744,8.54,0,53.9,189976,1576,189032,7.04,5.09,0.09471243042671613,0.83,99.5
2020-08-16,Andhra Pradesh,50,0,42,717,2364,1895,6.97,8,53.9,190026,1576,189074,4.39,3.52,0.013302411873840445,0.83,99.5
2020-08-17,Andhra Pradesh,716,2,707,8585,4047,3241,8.34,7,53.9,190742,1578,189781,7.51,6.01,0.1592764378478664,0.83,99.5
2020-08-18,Andhra Pradesh,107,0,99,1251,2815,2170,8.55,8,53.9,190849,1578,189880,5.22,4.03,0.023209647495361783,0.83,99.49
2020-08-19,Andhra Pradesh,1583,20,1581,19736,1760,1695,8.02,0,53.9,192432,1598,191461,3.27,3.14,0.3661595547309833,0.83,99.5
2020-08-20,Andhra Pradesh,562,3,553,7273,3882,2254,7.73,6,53.9,192994,1601,192014,7.2,4.18,0.13493506493506494,0.83,99.49
2020-08-21,Andhra Pradesh,274,2,268,3093,2275,2090,8.86,4,53.9,193268,1603,192282,4.22,3.88,0.05738404452690167,0.83,99.49
2020-08-22,Andhra Pradesh,126,0,124,1612,3624,2809,7.82,2,53.9,193394,1603,192406,6.72,5.21,0.029907235621521335,0.83,99.49
2020-08-23,Andhra Pradesh,186,2,183,2536,4050,1608,7.33,1,53.9,193580,1605,192589,7.51,2.98,0.04705009276437848,0.83,99.49
2020-08-24,Andhra Pradesh,679,7,674,8797,2466,711,7.72,0,53.9,194259,1612,193263,4.58,1.32,0.1632096474953618,0.83,99.49
2020-08-25,Andhra Pradesh,795,3,788,9942,1841,653,8.0,4,53.9,195054,1615,194051,3.42,1.21,0.18445269016697588,0.83,99.49
2020-08-26,Andhra Pradesh,264,2,256,3375,3735,2034,7.82,6,53.9,195318,1617,194307,6.93,3.77,0.06261595547309833,0.83,99.48
2020-08-27,Andhra Pradesh,1394,12,1393,17572,310,214,7.93,0,53.9,196712,1629,195700,0.58,0.4,0.32601113172541746,0.83,99.49
2020-08-28,Andhra Pradesh,1087,13,1084,13623,1102,804,7.98,0,53.9,197799,1642,196784,2.04,1.49,0.25274582560296843,0.83,99.49
2020-08-29,Andhra Pradesh,1203,5,1201,15243,3965,3923,7.89,0,53.9,199002,1647,197985,7.36,7.28,0.28280148423005563,0.83,99.49
2020-08-30,Andhra Pradesh,588,8,584,7380,1084,547,7.97,0,53.9,199590,1655,198569,2.01,1.01,0.13692022263450834,0.83,99.49
2020-08-31,Andhra Pradesh,1309,15,1307,16322,813,325,8.02,0,53.9,200899,1670,199876,1.51,0.6,0.3028200371057514,0.83,99.49
2020-09-01,Andhra Pradesh,388,3,388,4733,2355,450,8.2,0,53.9,201287,1673,200264,4.37,0.83,0.08781076066790353,0.83,99.49
2020-09-02,Andhra Pradesh,860,11,855,10471,3146,1848,8.21,0,53.9,202147,1684,201119,5.84,3.43,0.19426716141001854,0.83,99.49
2020-09-03,Andhra Pradesh,454,1,449,5925,583,167,7.66,4,53.9,202601,1685,201568,1.08,0.31,0.10992578849721707,0.83,99.49
2020-09-04,Andhra Pradesh,378,3,373,4909,2090,1831,7.7,2,53.9,202979,1688,201941,3.88,3.4,0.0910760667903525,0.83,99.49
2020-09-05,Andhra Pradesh,1194,13,1185,14981,2525,148,7.97,0,53.9,204173,1701,203126,4.68,0.27,0.27794063079777365,0.83,99.49
2020-09-06,Andhra Pradesh,709,8,704,8736,343,83,8.12,0,53.9,204882,1709,203830,0.64,0.15,0.16207792207792207,0.83,99.49
2020-09-07,Andhra Pradesh,1215,4,1206,15406,2391,1982,7.89,5,53.9,206097,1713,205036,4.44,3.68,0.2858256029684601,0.83,99.49
2020-09-08,Andhra Pradesh,1062,10,1062,13276,483,100,8.0,0,53.9,207159,1723,206098,0.9,0.19,0.24630797773654917,0.83,99.49
2020-09-09,Andhra Pradesh,902,8,897,11000,2458,1474,8.2,0,53.9,208061,1731,206995,4.56,2.73,0.20408163265306123,0.83,99.49
2020-09-10,Andhra Pradesh,1493,20,1491,18658,2077,671,8.0,0,53.9,209554,1751,208486,3.85,1.24,0.3461595547309833,0.84,99.49
2020-09-11,Andhra Pradesh,180,0,172,2132,655,599,8.44,8,53.9,209734,1751,208658,1.22,1.11,0.039554730983302415,0.83,99.49
2020-09-12,Andhra Pradesh,787,9,786,9729,2256,465,8.09,0,53.9,210521,1760,209444,4.19,0.86,0.18050092764378478,0.84,99.49
2020-09-13,Andhra Pradesh,1482,6,1474,18937,3062,31,7.83,2,53.9,212003,1766,210918,5.68,0.06,0.35133580705009276,0.83,99.49
2020-09-14,Andhra Pradesh,240,1,240,2572,3765,2147,9.33,0,53.9,212243,1767,211158,6.99,3.98,0.04771799628942486,0.83,99.49
2020-09-15,Andhra Pradesh,216,1,207,2582,4129,1758,8.37,8,53.9,212459,1768,211365,7.66,3.26,0.04790352504638219,0.83,99.49
2020-09-16,Andhra Pradesh,448,6,448,5506,2983,1863,8.14,0,53.9,212907,1774,211813,5.53,3.46,0.102152133580705,0.83,99.49
2020-09-17,Andhra Pradesh,1378,13,1377,17186,1616,1194,8.02,0,53.9,214285,1787,213190,3.0,2.22,0.31884972170686454,0.83,99.49
2020-09-18,Andhra Pradesh,1101,6,1098,13490,1565,905,8.16,0,53.9,215386,1793,214288,2.9,1.68,0.250278293135436,0.83,99.49
2020-09-19,Andhra Pradesh,1419,12,1417,17830,1951,1374,7.96,0,53.9,216805,1805,215705,3.62,2.55,0.3307977736549165,0.83,99.49
2020-09-20,Andhra Pradesh,1205,5,1198,15211,4808,3401,7.92,2,53.9,218010,1810,216903,8.92,6.31,0.2822077922077922,0.83,99.49
2020-09-21,Andhra Pradesh,532,5,523,6491,4719,878,8.2,4,53.9,218542,1815,217426,8.76,1.63,0.12042671614100185,0.83,99.49
2020-09-22,Andhra Pradesh,581,4,573,7487,3468,1222,7.76,4,53.9,219123,1819,217999,6.43,2.27,0.13890538033395175,0.83,99.49
2020-09-23,Andhra Pradesh,552,3,549,6772,1246,534,8.15,0,53.9,219675,1822,218548,2.31,0.99,0.12564007421150278,0.83,99.49
2020-09-24,Andhra Pradesh,1560,17,1554,19371,1502,202,8.05,0,53.9,221235,1839,220102,2.79,0.37,0.3593877551020408,0.83,99.49
2020-09-25,Andhra Pradesh,1554,17,1546,19280,1705,307,8.06,0,53.9,222789,1856,221648,3.16,0.57,0.3576994434137291,0.83,99.49
2020-09-26,Andhra Pradesh,795,5,794,10121,283,173,7.85,0,53.9,223584,1861,222442,0.53,0.32,0.18777365491651207,0.83,99.49
2020-09-27,Andhra Pradesh,977,13,976,12131,3981,3639,8.05,0,53.9,224561,1874,223418,7.39,6.75,0.22506493506493505,0.83,99.49
2020-09-28,Andhra Pradesh,770,2,767,9814,4887,118,7.85,1,53.9,225331,1876,224185,9.07,0.22,0.1820779220779221,0.83,99.49
2020-09-29,Andhra Pradesh,1404,15,1402,17242,4451,345,8.14,0,53.9,226735,1891,225587,8.26,0.64,0.3198886827458256,0.83,99.49
2020-09-30,Andhra Pradesh,303,3,295,3835,550,93,7.9,5,53.9,227038,1894,225882,1.02,0.17,0.07115027829313543,0.83,99.49
2020-10-01,Andhra Pradesh,411,5,406,5319,599,293,7.73,0,53.9,227449,1899,226288,1.11,0.54,0.09868274582560296,0.83,99.49
2020-10-02,Andhra Pradesh,1305,5,1301,16333,3046,614,7.99,0,53.9,228754,1904,227589,5.65,1.14,0.30302411873840446,0.83,99.49
2020-10-03,Andhra Pradesh,431,4,431,5706,4227,2974,7.55,0,53.9,229185,1908,228020,7.84,5.52,0.10586270871985158,0.83,99.49
2020-10-04,Andhra Pradesh,439,3,439,5913,756,438,7.42,0,53.9,229624,1911,228459,1.4,0.81,0.10970315398886828,0.83,99.49
2020-10-05,Andhra Pradesh,310,4,309,4104,286,278,7.55,0,53.9,229934,1915,228768,0.53,0.52,0.07614100185528756,0.83,99.49
2020-10-06,Andhra Pradesh,1012,8,1012,12663,2578,2064,7.99,0,53.9,230946,1923,229780,4.78,3.83,0.23493506493506494,0.83,99.5
2020-10-07,Andhra Pradesh,328,3,319,4137,4953,335,7.93,6,53.9,231274,1926,230099,9.19,0.62,0.07675324675324675,0.83,99.49
2020-10-08,Andhra Pradesh,882,8,880,11173,821,771,7.89,0,53.9,232156,1934,230979,1.52,1.43,0.20729128014842302,0.83,99.49
2020-10-09,Andhra Pradesh,1563,12,1560,19296,3922,910,8.1,0,53.9,233719,1946,232539,7.28,1.69,0.35799628942486084,0.83,99.5
2020-10-10,Andhra Pradesh,571,7,567,7721,307,105,7.4,0,53.9,234290,1953,233106,0.57,0.19,0.14324675324675323,0.83,99.49
2020-10-11,Andhra Pradesh,625,5,622,7915,1006,68,7.9,0,53.9,234915,1958,233728,1.87,0.13,0.1468460111317254,0.83,99.49
2020-10-12,Andhra Pradesh,72,0,70,1223,4181,843,5.89,2,53.9,234987,1958,233798,7.76,1.56,0.022690166975881262,0.83,99.49
2020-10-13,Andhra Pradesh,1109,7,1108,14308,3281,3190,7.75,0,53.9,236096,1965,234906,6.09,5.92,0.26545454545454544,0.83,99.5
2020-10-14,Andhra Pradesh,638,1,638,8267,2807,172,7.72,0,53.9,236734,1966,235544,5.21,0.32,0.1533766233766234,0.83,99.5
2020-10-15,Andhra Pradesh,695,8,687,8768,278,124,7.93,0,53.9,237429,1974,236231,0.52,0.23,0.16267161410018552,0.83,99.5
2020-10-16,Andhra Pradesh,760,3,757,9770,3950,2766,7.78,0,53.9,238189,1977,236988,7.33,5.13,0.18126159554730983,0.83,99.5
2020-10-17,Andhra Pradesh,329,1,324,3630,4037,3016,9.06,4,53.9,238518,1978,237312,7.49,5.6,0.0673469387755102,0.83,99.49
2020-10-18,Andhra Pradesh,1168,16,1161,14790,2938,2352,7.9,0,53.9,239686,1994,238473,5.45,4.36,0.2743970315398887,0.83,99.49
2020-10-19,Andhra Pradesh,1471,12,1464,18719,3440,463,7.86,0,53.9,241157,2006,239937,6.38,0.86,0.34729128014842303,0.83,99.49
2020-10-20,Andhra Pradesh,1414,19,1413,17476,722,166,8.09,0,53.9,242571,2025,241350,1.34,0.31,0.3242300556586271,0.83,99.5
2020-10-21,Andhra Pradesh,827,4,825,10042,4027,3217,8.24,0,53.9,243398,2029,242175,7.47,5.97,0.18630797773654917,0.83,99.5
2020-10-22,Andhra Pradesh,458,2,454,5980,2039,1325,7.66,2,53.9,243856,2031,242629,3.78,2.46,0.11094619666048237,0.83,99.5
2020-10-23,Andhra Pradesh,1089,7,1085,13823,4785,3294,7.88,0,53.9,244945,2038,243714,8.88,6.11,0.256456400742115,0.83,99.5
2020-10-24,Andhra Pradesh,103,0,101,1572,1851,1269,6.55,2,53.9,245048,2038,243815,3.43,2.35,0.029165120593692022,0.83,99.5
2020-10-25,Andhra Pradesh,1300,11,1297,17054,1246,1241,7.62,0,53.9,246348,2049,245112,2.31,2.3,0.31640074211502783,0.83,99.5
2020-10-26,Andhra Pradesh,92,1,88,1214,4252,2749,7.58,3,53.9,246440,2050,245200,7.89,5.1,0.022523191094619668,0.83,99.5
2020-10-27,Andhra Pradesh,634,5,634,8216,4386,1946,7.72,0,53.9,247074,2055,245834,8.14,3.61,0.15243042671614102,0.83,99.5
2020-10-28,Andhra Pradesh,873,12,865,10523,731,428,8.3,0,53.9,247947,2067,246699,1.36,0.79,0.19523191094619666,0.83,99.5
2020-10-29,Andhra Pradesh,1125,10,1120,13636,293,112,8.25,0,53.9,249072,2077,247819,0.54,0.21,0.252987012987013,0.83,99.5
2020-10-30,Andhra Pradesh,1148,6,1142,14392,2856,2427,7.98,0,53.9,250220,2083,248961,5.3,4.5,0.26701298701298704,0.83,99.5
2020-10-31,Andhra Pradesh,612,2,612,7616,3086,9,8.04,0,53.9,250832,2085,249573,5.73,0.02,0.1412987012987013,0.83,99.5
2020-11-01,Andhra Pradesh,456,5,450,5598,3130,3064,8.15,1,53.9,251288,2090,250023,5.81,5.68,0.10385899814471243,0.83,99.5
2020-11-02,Andhra Pradesh,1119,9,1111,13755,4266,3272,8.14,0,53.9,252407,2099,251134,7.91,6.07,0.2551948051948052,0.83,99.5
2020-11-03,Andhra Pradesh,378,5,377,4477,4326,1507,8.44,0,53.9,252785,2104,251511,8.03,2.8,0.08306122448979592,0.83,99.5
2020-11-04,Andhra Pradesh,1402,7,1396,17892,3621,3068,7.84,0,53.9,254187,2111,252907,6.72,5.69,0.33194805194805194,0.83,99.5
2020-11-05,Andhra Pradesh,1160,6,1152,14319,1984,1317,8.1,2,53.9,255347,2117,254059,3.68,2.44,0.2656586270871985,0.83,99.5
2020-11-06,Andhra Pradesh,905,8,902,11724,907,611,7.72,0,53.9,256252,2125,254961,1.68,1.13,0.2175139146567718,0.83,99.5
2020-11-07,Andhra Pradesh,1525,16,1516,19259,1550,1369,7.92,0,53.9,257777,2141,256477,2.88,2.54,0.35730983302411873,0.83,99.5
2020-11-08,Andhra Pradesh,1587,5,1586,19921,3914,1458,7.97,0,53.9,259364,2146,258063,7.26,2.71,0.36959183673469387,0.83,99.5
2020-11-09,Andhra Pradesh,278,0,270,3609,4193,112,7.7,8,53.9,259642,2146,258333,7.78,0.21,0.06695732838589981,0.83,99.5
2020-11-10,Andhra Pradesh,1342,10,1336,16768,1112,831,8.0,0,53.9,260984,2156,259669,2.06,1.54,0.31109461966604823,0.83,99.5
2020-11-11,Andhra Pradesh,651,3,646,7775,1408,1090,8.37,2,53.9,261635,2159,260315,2.61,2.02,0.1442486085343228,0.83,99.5
2020-11-12,Andhra Pradesh,840,5,838,9916,2472,705,8.47,0,53.9,262475,2164,261153,4.59,1.31,0.18397031539888684,0.82,99.5
2020-11-13,Andhra Pradesh,1256,17,1248,15477,265,140,8.12,0,53.9,263731,2181,262401,0.49,0.26,0.28714285714285714,0.83,99.5
2020-11-14,Andhra Pradesh,1158,11,1151,14962,4223,1793,7.74,0,53.9,264889,2192,263552,7.83,3.33,0.27758812615955475,0.83,99.5
2020-11-15,Andhra Pradesh,223,0,218,2806,454,140,7.95,5,53.9,265112,2192,263770,0.84,0.26,0.05205936920222635,0.83,99.49
2020-11-16,Andhra Pradesh,568,6,567,7078,912,352,8.02,0,53.9,265680,2198,264337,1.69,0.65,0.13131725417439702,0.83,99.49
2020-11-17,Andhra Pradesh,607,2,604,7488,2412,1758,8.11,1,53.9,266287,2200,264941,4.47,3.26,0.1389239332096475,0.83,99.49
2020-11-18,Andhra Pradesh,834,5,832,10716,4765,3218,7.78,0,53.9,267121,2205,265773,8.84,5.97,0.1988126159554731,0.83,99.5
2020-11-19,Andhra Pradesh,1345,16,1344,16806,3983,2221,8.0,0,53.9,268466,2221,267117,7.39,4.12,0.3117996289424861,0.83,99.5
2020-11-20,Andhra Pradesh,1404,4,1403,17479,4631,4142,8.03,0,53.9,269870,2225,268520,8.59,7.68,0.3242857142857143,0.82,99.5
2020-11-21,Andhra Pradesh,1332,13,1329,16699,3863,1944,7.98,0,53.9,271202,2238,269849,7.17,3.61,0.3098144712430427,0.83,99.5
2020-11-22,Andhra Pradesh,1386,15,1384,17767,4642,1546,7.8,0,53.9,272588,2253,271233,8.61,2.87,0.3296289424860853,0.83,99.5
2020-11-23,Andhra Pradesh,1027,12,1027,12922,1449,599,7.95,0,53.9,273615,2265,272260,2.69,1.11,0.23974025974025975,0.83,99.5
2020-11-24,Andhra Pradesh,938,13,935,11749,27,6,7.98,0,53.9,274553,2278,273195,0.05,0.01,0.2179777365491651,0.83,99.51
2020-11-25,Andhra Pradesh,782,6,776,10163,4831,1976,7.69,0,53.9,275335,2284,273971,8.96,3.67,0.18855287569573284,0.83,99.5
2020-11-26,Andhra Pradesh,274,4,271,3209,4816,1705,8.54,0,53.9,275609,2288,274242,8.94,3.16,0.059536178107606676,0.83,99.5
2020-11-27,Andhra Pradesh,716,4,707,9036,2962,2482,7.92,5,53.9,276325,2292,274949,5.5,4.6,0.16764378478664194,0.83,99.5
2020-11-28,Andhra Pradesh,559,6,551,7364,4606,4408,7.59,2,53.9,276884,2298,275500,8.55,8.18,0.13662337662337662,0.83,99.5
2020-11-29,Andhra Pradesh,1198,14,1190,15095,4158,750,7.94,0,53.9,278082,2312,276690,7.71,1.39,0.2800556586270872,0.83,99.5
2020-11-30,Andhra Pradesh,528,6,525,6206,2284,824,8.51,0,53.9,278610,2318,277215,4.24,1.53,0.115139146567718,0.83,99.5
2020-12-01,Andhra Pradesh,511,4,503,6209,2407,1336,8.23,4,53.9,279121,2322,277718,4.47,2.48,0.1151948051948052,0.83,99.5
2020-12-02,Andhra Pradesh,1310,17,1302,16262,3008,2056,8.06,0,53.9,280431,2339,279020,5.58,3.81,0.3017068645640074,0.83,99.5
2020-12-03,Andhra Pradesh,1467,11,1465,18444,4276,2629,7.95,0,53.9,281898,2350,280485,7.93,4.88,0.3421892393320965,0.83,99.5
2020-12-04,Andhra Pradesh,1461,17,1456,18538,900,239,7.88,0,53.9,283359,2367,281941,1.67,0.44,0.34393320964749535,0.84,99.5
2020-12-05,Andhra Pradesh,181,2,179,2813,2521,1125,6.43,0,53.9,283540,2369,282120,4.68,2.09,0.052189239332096474,0.84,99.5
2020-12-06,Andhra Pradesh,883,3,882,11327,2996,240,7.8,0,53.9,284423,2372,283002,5.56,0.45,0.21014842300556585,0.83,99.5
2020-12-07,Andhra Pradesh,452,4,448,5552,3956,479,8.14,0,53.9,284875,2376,283450,7.34,0.89,0.10300556586270872,0.83,99.5
2020-12-08,Andhra Pradesh,1107,15,1107,13905,4746,2973,7.96,0,53.9,285982,2391,284557,8.81,5.52,0.2579777365491651,0.84,99.5
2020-12-09,Andhra Pradesh,510,4,509,6361,4110,3439,8.02,0,53.9,286492,2395,285066,7.63,6.38,0.11801484230055659,0.84,99.5
2020-12-10,Andhra Pradesh,1380,11,1375,17221,2621,97,8.01,0,53.9,287872,2406,286441,4.86,0.18,0.3194990723562152,0.84,99.5
2020-12-11,Andhra Pradesh,289,1,283,3699,3345,2811,7.81,5,53.9,288161,2407,286724,6.21,5.22,0.06862708719851578,0.84,99.5
2020-12-12,Andhra Pradesh,286,2,282,3347,3468,1540,8.54,2,53.9,288447,2409,287006,6.43,2.86,0.06209647495361781,0.84,99.5
2020-12-13,Andhra Pradesh,934,5,925,11590,1625,1397,8.06,4,53.9,289381,2414,287931,3.01,2.59,0.2150278293135436,0.83,99.5
2020-12-14,Andhra Pradesh,532,5,523,6453,1377,872,8.24,4,53.9,289913,2419,288454,2.55,1.62,0.119721706864564,0.83,99.5
2020-12-15,Andhra Pradesh,149,0,144,1492,1498,299,9.99,5,53.9,290062,2419,288598,2.78,0.55,0.027680890538033395,0.83,99.5
2020-12-16,Andhra Pradesh,669,5,662,8132,1066,312,8.23,2,53.9,290731,2424,289260,1.98,0.58,0.15087198515769945,0.83,99.49
2020-12-17,Andhra Pradesh,133,1,129,1865,4146,1829,7.13,3,53.9,290864,2425,289389,7.69,3.39,0.03460111317254174,0.83,99.49
2020-12-18,Andhra Pradesh,1198,14,1189,14657,4313,1190,8.17,0,53.9,292062,2439,290578,8.0,2.21,0.2719294990723562,0.84,99.49
2020-12-19,Andhra Pradesh,707,10,700,8305,2872,1805,8.51,0,53.9,292769,2449,291278,5.33,3.35,0.1540816326530612,0.84,99.49
2020-12-20,Andhra Pradesh,806,9,799,10315,857,646,7.81,0,53.9,293575,2458,292077,1.59,1.2,0.19137291280148422,0.84,99.49
2020-12-21,Andhra Pradesh,183,2,177,2630,3137,2231,6.96,4,53.9,293758,2460,292254,5.82,4.14,0.048794063079777364,0.84,99.49
2020-12-22,Andhra Pradesh,683,5,681,8703,2377,717,7.85,0,53.9,294441,2465,292935,4.41,1.33,0.1614656771799629,0.84,99.49
2020-12-23,Andhra Pradesh,1558,21,1555,19576,4430,1751,7.96,0,53.9,295999,2486,294490,8.22,3.25,0.36319109461966603,0.84,99.49
2020-12-24,Andhra Pradesh,282,2,275,4175,3507,1305,6.75,5,53.9,296281,2488,294765,6.51,2.42,0.0774582560296846,0.84,99.49
2020-12-25,Andhra Pradesh,994,7,988,12630,2598,678,7.87,0,53.9,297275,2495,295753,4.82,1.26,0.23432282003710575,0.84,99.49
2020-12-26,Andhra Pradesh,1324,8,1323,16787,4382,3550,7.89,0,53.9,298599,2503,297076,8.13,6.59,0.3114471243042672,0.84,99.49
2020-12-27,Andhra Pradesh,364,1,361,4558,65,35,7.99,2,53.9,298963,2504,297437,0.12,0.06,0.08456400742115028,0.84,99.49
